TYP_ZVÍŘETE;JMÉNO_ZVÍŘETE;GENDER
Lion;bloody platypus;Z
Parrot;dead constrictor;Z
Horse;creative gorilla;Z
Dog;mature reptile;Z
Fox;progressive kite;M
Parrot;mean ox;Z
Donkey;physical macaw;M
Dog;brainy marmot;Z
Lizard;modest sheep;M
Dog;worrying salmon;Z
Parrot;tender spider;Z
Horse;unable salmon;Z
Bear;wrong shark;Z
Fox;crazy rabbit;M
Lizard;equal bat;M
Lizard;profitable porpoise;Z
Lion;variable orca;M
Dog;disastrous macaw;Z
Bear;financial snail;M
Lizard;sudden marmot;M
Parrot;required leopard;Z
Cat;junior limpet;M
Dog;future swan;Z
Dog;very moth;M
Parrot;wonderful marmoset;M
Horse;civil cattle;Z
Lizard;full cat;Z
Fox;gross aphid;Z
Horse;fascinating gamefowl;Z
Lizard;civic yak;Z
Cat;thick quokka;Z
Dog;artificial planarian;M
Tiger;sufficient monkey;M
Tiger;fuzzy cuckoo;M
Fox;productive chicken;M
Horse;stormy jellyfish;M
Parrot;greasy chameleon;Z
Parrot;tough coral;M
Dog;yellow emu;Z
Fox;traditional landfowl;M
Bear;economic fly;Z
Donkey;outstanding wildfowl;M
Lizard;conscious marlin;Z
Horse;able bedbug;Z
Bear;unusual turkey;Z
Lion;anxious snail;M
Donkey;broad lizard;M
Parrot;single platypus;M
Lizard;proud koi;M
Lizard;commercial parakeet;Z
Lion;swift turtle;M
Dog;agreeable swallow;M
Donkey;heavy salamander;Z
Horse;gothic meerkat;Z
Lizard;broken bonobo;Z
Bear;outrageous iguana;M
Dog;weak woodpecker;M
Parrot;special tiger;Z
Lion;marginal unicorn;Z
Donkey;critical llama;M
Cat;monthly coyote;M
Fox;managing donkey;M
Fox;rising lemur;M
Cat;private bison;Z
Bear;ridiculous ferret;M
Bear;economic tarantula;Z
Parrot;senior wombat;Z
Dog;developed dinosaur;M
Cat;modern pelican;M
Donkey;sleepy scallop;Z
Dog;key dog;M
Fox;anonymous horse;Z
Cat;skilled camel;Z
Lion;golden whitefish;Z
Cat;parallel stoat;Z
Cat;quiet quelea;M
Fox;quaint leopon;M
Lion;homeless hamster;M
Parrot;internal rodent;Z
Bear;misleading gopher;Z
Dog;conservation dog;Z
Lion;nervous rabbit;Z
Lizard;burning koi;M
Lizard;inevitable macaw;M
Lizard;naval mackerel;M
Donkey;round aardvark;Z
Cat;salty scallop;Z
Bear;ideological eagle;M
Lizard;artistic penguin;Z
Tiger;private tuna;Z
Parrot;conventional crane;Z
Lion;sparkling opossum;M
Tiger;associated hornet;M
Parrot;pleased tick;M
Donkey;independent chameleon;M
Fox;reluctant opossum;Z
Tiger;splendid cattle;M
Dog;primitive owl;M
Lion;wrong bobolink;Z
Fox;many ape;M
Fox;ratty llama;Z
Tiger;tired slug;Z
Tiger;fit heron;Z
Donkey;linguistic meerkat;Z
Dog;spicy centipede;Z
Cat;ok crayfish;M
Donkey;slim armadillo;M
Lion;fierce gull;M
Bear;large cattle;Z
Cat;okay primate;Z
Cat;fantastic gerbil;M
Donkey;witty woodpecker;M
Parrot;tired rabbit;M
Bear;partial bass;Z
Bear;handicapped cattle;Z
Parrot;faithful turkey;Z
Donkey;general egret;M
Horse;neutral marsupial;Z
Fox;proud pinniped;Z
Cat;grieving deer;M
Dog;miniature hippopotamus;M
Lizard;little peacock;M
Horse;loose shrimp;M
Dog;marxist buzzard;Z
Parrot;fragile junglefowl;Z
Lion;ugliest fox;Z
Lion;tight stingray;Z
Dog;pleased panda;M
Lizard;personal eagle;M
Dog;quick tahr;Z
Fox;terrible porpoise;Z
Bear;solar salmon;M
Horse;real sole;Z
Parrot;similar basilisk;M
Parrot;intense impala;Z
Lion;profound goose;Z
Horse;narrow pelican;M
Horse;steep flyingfish;M
Donkey;human hawk;Z
Lion;ethical locust;M
Bear;presidential chicken;M
Lion;empty dolphin;M
Bear;unusual octopus;M
Dog;leading wombat;Z
Donkey;outstanding hamster;Z
Cat;isolated primate;M
Bear;allied giraffe;M
Lion;mild cuckoo;Z
Lion;minimal wombat;M
Lizard;tight marmot;Z
Horse;ratty hamster;M
Lizard;revolutionary squid;Z
Tiger;brave monkey;Z
Parrot;administrative mockingbird;Z
Lizard;selected gerbil;M
Parrot;salty tapir;M
Donkey;statistical kite;M
Tiger;regulatory egret;M
Bear;fantastic goldfish;Z
Tiger;reasonable toucan;Z
Donkey;long rhinoceros;M
Donkey;busy cheetah;M
Parrot;necessary bat;Z
Tiger;eager cattle;M
Fox;hot flamingo;M
Fox;necessary sloth;Z
Lizard;ashamed llama;M
Cat;suspicious wallaby;M
Horse;broad albatross;Z
Parrot;supreme mole;Z
Donkey;slow chipmunk;Z
Horse;rough aardvark;M
Lizard;metropolitan lamprey;Z
Lion;sole magpie;Z
Donkey;semantic koi;M
Horse;biological giraffe;Z
Fox;coherent sparrow;M
Dog;gastric shark;Z
Dog;grumpy whitefish;M
Donkey;sophisticated angelfish;M
Donkey;funny wildfowl;M
Lion;gorgeous emu;M
Horse;black dinosaur;Z
Horse;prepared sailfish;M
Parrot;victorian hare;Z
Tiger;inclined moose;M
Donkey;graceful stingray;Z
Donkey;independent mole;Z
Fox;square gull;Z
Tiger;brave hoverfly;Z
Parrot;spotty sturgeon;Z
Fox;ancient jellyfish;Z
Bear;determined anteater;Z
Tiger;calm dragonfly;M
Bear;agricultural raven;Z
Dog;colorful cockroach;M
Dog;alive barnacle;M
Tiger;dirty angelfish;Z
Horse;just cow;Z
Dog;gradual lynx;M
Parrot;marginal booby;M
Tiger;casual marmot;M
Fox;sticky junglefowl;M
Fox;superior blackbird;Z
Bear;labour pike;M
Bear;precise eel;M
Bear;lucky llama;M
Bear;net chimpanzee;M
Cat;strange fowl;M
Horse;essential bison;M
Donkey;compact gazelle;M
Cat;precious fish;M
Lion;gentle earwig;Z
Tiger;international canidae;M
Lion;handicapped thrush;Z
Lizard;bitter fish;Z
Parrot;interested mosquito;M
Parrot;global clownfish;Z
Lizard;bright xerinae;M
Dog;awful penguin;Z
Bear;christian horse;M
Parrot;vast echidna;Z
Bear;dusty sawfish;M
Tiger;entire peafowl;M
Fox;quick pig;M
Parrot;regional parakeet;M
Parrot;fragile rat;Z
Tiger;jolly wildebeest;M
Cat;printed snipe;Z
Donkey;steady quail;Z
Donkey;flying termite;M
Lion;excess gopher;Z
Lion;worldwide lizard;Z
Horse;recent squid;Z
Tiger;determined dog;M
Donkey;rational antlion;Z
Tiger;concrete raven;Z
Donkey;digital caterpillar;Z
Fox;fun lark;M
Fox;brave mandrill;Z
Tiger;spontaneous bobolink;M
Lizard;fatal wren;Z
Lion;modern moose;M
Horse;implicit baboon;Z
Fox;rainy rhinoceros;Z
Parrot;bored iguana;M
Parrot;awkward lemming;M
Lion;friendly angelfish;Z
Dog;magnificent snake;M
Dog;shaky pheasant;Z
Parrot;evil guineafowl;Z
Cat;permanent fish;Z
Cat;prickly minnow;Z
Bear;unacceptable booby;M
Bear;excited guppy;M
Bear;present marmoset;Z
Donkey;perfect haddock;Z
Donkey;disturbed crocodile;Z
Horse;fast tiglon;Z
Lizard;hon hawk;M
Donkey;dominant toad;M
Bear;bewildered ape;Z
Lizard;enormous gerbil;M
Tiger;eligible ant;M
Lizard;literary whippet;Z
Cat;ministerial dormouse;M
Lizard;parliamentary fish;M
Donkey;quick crayfish;Z
Horse;watery lemming;M
Bear;squealing marmot;M
Parrot;wicked vole;M
Parrot;ok ox;M
Lion;external armadillo;Z
Bear;profitable kangaroo;M
Lizard;fellow squid;M
Lizard;governing swordfish;Z
Tiger;holy coyote;M
Parrot;bumpy frog;M
Lizard;crowded earwig;M
Tiger;ministerial anglerfish;M
Donkey;friendly hoverfly;Z
Horse;subjective capybara;M
Donkey;enthusiastic dog;M
Parrot;damaged constrictor;Z
Lion;filthy quelea;Z
Horse;tremendous damselfly;Z
Parrot;spotless antlion;Z
Parrot;semantic grasshopper;M
Bear;worthy tuna;M
Horse;okay dingo;Z
Parrot;chronic tarantula;Z
Tiger;bright lynx;M
Lion;controversial junglefowl;Z
Parrot;aggressive rodent;Z
Lion;charming cougar;Z
Lizard;odd swift;Z
Horse;established hare;M
Dog;electrical pike;Z
Lizard;still crane;Z
Cat;lonely bonobo;M
Tiger;expected bug;M
Lizard;flaky dog;M
Bear;bitter snake;M
Bear;insufficient felidae;M
Dog;tender guineafowl;M
Lizard;dangerous koi;Z
Parrot;fuzzy angelfish;M
Lion;inland deer;M
Cat;Sound dinosaur;M
Tiger;straight goat;Z
Cat;representative mole;Z
Horse;specific dormouse;Z
Dog;sudden jay;Z
Horse;eastern bobcat;Z
Horse;inevitable swordfish;M
Donkey;uncertain horse;M
Bear;territorial flamingo;M
Lizard;associated egret;Z
Cat;faint barracuda;Z
Tiger;juicy zebra;M
Lion;modest raccoon;M
Parrot;helpful sloth;M
Parrot;brave peafowl;Z
Parrot;electric canid;M
Parrot;conscious kangaroo;Z
Lion;reasonable squirrel;Z
Bear;yellow caribou;M
Horse;cold stingray;Z
Cat;beneficial duck;M
Parrot;added vicuna;M
Dog;salty bison;Z
Donkey;available echidna;Z
Donkey;casual mackerel;M
Tiger;bored crab;Z
Tiger;lost yak;Z
Lion;sad crab;Z
Cat;short mongoose;Z
Lion;separate coyote;M
Parrot;ethical bird;M
Lizard;chosen lynx;M
Donkey;expensive gecko;M
Horse;steady coral;Z
Bear;mysterious sawfish;M
Cat;fixed narwhal;Z
Horse;bad yak;Z
Donkey;sophisticated reindeer;Z
Fox;architectural sailfish;M
Donkey;impressive gecko;M
Parrot;mid skink;Z
Parrot;obedient tapir;M
Cat;dangerous gull;M
Horse;everyday snail;Z
Cat;elderly kiwi;M
Parrot;wonderful tarantula;Z
Cat;informal caterpillar;M
Fox;flexible rook;Z
Bear;hot swan;Z
Parrot;collective hoverfly;Z
Bear;immediate herring;Z
Bear;then buzzard;M
Tiger;generous starfish;Z
Bear;deep rabbit;M
Donkey;supreme goldfish;M
Cat;light gerbil;M
Dog;agreed hummingbird;Z
Dog;cooperative squid;M
Fox;top toad;Z
Lion;clever dragon;M
Horse;meaningful monkey;M
Cat;dying parrotfish;Z
Horse;joint gull;Z
Horse;joyous hamster;M
Cat;nice marlin;M
Horse;realistic mollusk;Z
Lion;human yak;Z
Lion;top leopard;Z
Cat;underground bobolink;Z
Horse;widespread dingo;M
Bear;thirsty crayfish;Z
Dog;suitable donkey;Z
Tiger;monthly guan;Z
Donkey;crowded primate;M
Lizard;immense dinosaur;Z
Donkey;watery fly;M
Bear;intermediate rodent;M
Cat;improved orca;M
Donkey;uncertain lemur;M
Horse;classical dinosaur;Z
Dog;great finch;Z
Fox;spontaneous goldfish;M
Lion;blank galliform;Z
Donkey;regulatory felidae;Z
Cat;frail salamander;M
Donkey;mutual sawfish;M
Donkey;deliberate mackerel;Z
Horse;urgent mule;Z
Donkey;supposed worm;M
Horse;sticky panther;Z
Fox;inner alligator;Z
Horse;purring alpaca;Z
Lizard;tan opossum;Z
Parrot;innocent lamprey;M
Fox;harsh planarian;M
Lizard;misleading llama;Z
Lion;legal pheasant;M
Lizard;complete crayfish;M
Fox;tough gayal;Z
Cat;delicious cattle;M
Bear;likely dinosaur;M
Parrot;judicial albatross;Z
Tiger;reluctant bedbug;Z
Bear;primary piranha;M
Lizard;varied goldfish;Z
Dog;unsightly aphid;Z
Lion;energetic rabbit;Z
Lizard;afraid yak;Z
Dog;minimal flamingo;M
Fox;comfortable elephant;Z
Bear;allied peafowl;Z
Lizard;strategic armadillo;M
Lizard;tired beetle;M
Tiger;wild ostrich;Z
Lion;new donkey;Z
Bear;legitimate whitefish;M
Lizard;international flyingfish;M
Lion;remote sparrow;Z
Parrot;sound macaw;M
Lion;odd stingray;M
Donkey;bizarre horse;Z
Lizard;parallel meerkat;Z
Cat;scrawny kingfisher;Z
Lizard;calm termite;M
Donkey;compact rattlesnake;Z
Horse;symbolic mule;M
Fox;mass kangaroo;Z
Cat;metropolitan guineafowl;Z
Donkey;fatal quokka;Z
Parrot;modern beetle;M
Fox;due mite;Z
Lion;visible gorilla;Z
Tiger;varied piranha;M
Dog;marine carp;M
Horse;intact swift;M
Lion;active goat;Z
Tiger;faint herring;Z
Donkey;negative goat;Z
Horse;crowded puffin;Z
Tiger;early vulture;Z
Parrot;famous silkworm;M
Cat;soviet sparrow;M
Lizard;excited squirrel;Z
Tiger;minor earwig;Z
Bear;tender dog;M
Dog;ashamed jaguar;M
Dog;short boa;M
Horse;sole wildcat;M
Fox;psychological elk;Z
Dog;interested dingo;M
Dog;prickly piranha;Z
Bear;hard meadowlark;M
Lion;devoted giraffe;Z
Bear;corporate dog;Z
Tiger;increasing ox;Z
Tiger;geographical hyena;M
Donkey;deliberate egret;Z
Lion;cute ostrich;M
Horse;elated llama;Z
Dog;electrical salmon;M
Dog;cultural shrimp;Z
Parrot;roasted wombat;M
Lizard;resulting galliform;Z
Tiger;public impala;Z
Tiger;aesthetic flyingfish;M
Tiger;ruling marlin;Z
Horse;quiet clam;Z
Dog;political cuckoo;Z
Fox;melted whale;M
Lizard;nuclear warbler;M
Parrot;front bison;M
Bear;bewildered trout;Z
Lizard;ideological cougar;Z
Bear;naval donkey;M
Cat;religious wolverine;Z
Cat;willing swallow;Z
Cat;damaged clam;M
Tiger;terrible goldfish;Z
Horse;small aphid;M
Tiger;governing sole;M
Tiger;territorial hippopotamus;M
Donkey;entire meerkat;Z
Lizard;dirty tarsier;Z
Bear;secret falcon;Z
Dog;weird kingfisher;M
Horse;mixed trout;M
Parrot;full shrimp;M
Donkey;good barnacle;Z
Lion;monetary dolphin;Z
Cat;worthwhile bison;M
Fox;strange snail;Z
Lizard;fierce slug;Z
Dog;straight snail;M
Horse;ideal amphibian;Z
Cat;crooked ptarmigan;Z
Dog;wet chicken;Z
Lion;excessive heron;Z
Donkey;magnificent silkworm;Z
Horse;fun jay;M
Donkey;renewed monkey;M
Dog;amazing mollusk;M
Bear;official herring;Z
Fox;intimate shrimp;M
Fox;involved leopard;Z
Horse;pleased bee;Z
Fox;strange falcon;M
Lion;universal mongoose;Z
Horse;related rabbit;M
Cat;breezy giraffe;Z
Donkey;coming pheasant;Z
Tiger;sour swift;Z
Horse;tasty rhinoceros;M
Cat;supporting lobster;M
Donkey;wrong quelea;M
Lizard;regulatory crow;Z
Lion;rough stork;Z
Tiger;short muskox;Z
Tiger;slight chicken;Z
Cat;peaceful opossum;M
Dog;slow squid;M
Parrot;stingy wombat;Z
Parrot;exact goldfish;Z
Donkey;conceptual hedgehog;M
Fox;uniform partridge;Z
Lion;open dingo;Z
Lion;fat cardinal;M
Lizard;outstanding lobster;Z
Lizard;unfair shark;M
Parrot;mere chicken;Z
Horse;accused beetle;Z
Donkey;prospective tortoise;M
Fox;liquid bobolink;M
Tiger;sorry horse;M
Parrot;balanced amphibian;Z
Fox;fresh chickadee;Z
Cat;tall centipede;M
Horse;tropical alpaca;M
Fox;retired bedbug;M
Parrot;complex elk;Z
Dog;selective pigeon;Z
Tiger;alleged reptile;Z
Donkey;recent duck;Z
Dog;dangerous yak;Z
Lion;tasty cuckoo;M
Dog;available flea;Z
Fox;wonderful bovid;M
Tiger;parallel elephant;M
Tiger;significant pike;Z
Donkey;squealing rooster;M
Lizard;robust cockroach;M
Tiger;actual ermine;Z
Parrot;alternative mole;M
Cat;distinct swordfish;Z
Cat;lazy rat;Z
Cat;lost rattlesnake;M
Parrot;concerned catfish;Z
Lion;hilarious toad;M
Fox;calm chameleon;Z
Cat;financial urial;Z
Fox;condemned mammal;Z
Parrot;rubber catshark;M
Dog;weak firefly;Z
Bear;eager cattle;Z
Horse;temporary catshark;Z
Bear;friendly wasp;M
Cat;incredible swan;Z
Parrot;different chimpanzee;M
Fox;blue weasel;Z
Lion;running horse;M
Bear;continuous pig;M
Dog;quaint gazelle;M
Parrot;crazy cattle;M
Parrot;theoretical tuna;Z
Dog;noble toad;Z
Horse;ancient meadowlark;M
Cat;steep parrot;M
Cat;chief lemming;M
Bear;robust krill;M
Cat;moral galliform;Z
Cat;frozen vicuna;M
Dog;absent crayfish;M
Tiger;above turkey;M
Lizard;handsome swift;M
Lion;bizarre rooster;M
Lizard;prime lungfish;Z
Tiger;fresh pig;M
Dog;architectural thrush;Z
Bear;mental egret;Z
Lizard;straight rattlesnake;M
Parrot;cold salamander;Z
Cat;toxic pheasant;M
Fox;balanced orangutan;Z
Dog;immense guppy;M
Donkey;better gamefowl;M
Cat;environmental landfowl;M
Fox;legislative lark;M
Horse;mobile mink;Z
Lion;small skink;Z
Horse;rolling dog;M
Fox;secure quail;M
Lion;daily horse;Z
Tiger;happy turkey;M
Cat;allied llama;M
Donkey;retail dingo;M
Dog;awake bovid;Z
Tiger;encouraging eagle;M
Lion;careful koi;Z
Donkey;prime pig;M
Horse;unusual crayfish;Z
Tiger;warm pig;M
Horse;magnificent heron;Z
Lion;protestant deer;M
Tiger;skilled chameleon;M
Fox;payable flamingo;Z
Tiger;hollow condor;Z
Tiger;visiting marsupial;M
Bear;scary moose;Z
Dog;steady goldfish;M
Cat;greasy viper;Z
Lion;free bobcat;M
Bear;frail bear;M
Cat;rapid marlin;Z
Cat;annual dormouse;M
Bear;appropriate guppy;M
Cat;nasty mosquito;Z
Bear;secure guppy;M
Bear;rough koi;Z
Bear;chief lobster;M
Bear;historic panther;M
Dog;many mink;Z
Bear;desirable wildcat;M
Lizard;shrill donkey;M
Parrot;safe lion;Z
Horse;empty jay;Z
Dog;possible felidae;M
Lion;nuclear tuna;M
Horse;polite locust;Z
Dog;racial parrot;M
Lion;narrow crawdad;M
Cat;effective beaver;M
Horse;central leopard;M
Dog;innocent cobra;Z
Horse;noisy stork;M
Tiger;ultimate guppy;Z
Dog;sharp mosquito;Z
Tiger;invisible pig;Z
Lion;amateur gamefowl;M
Bear;magnificent baboon;M
Bear;dusty snake;Z
Fox;massive peacock;M
Dog;invisible otter;Z
Donkey;hilarious penguin;M
Parrot;shy aphid;Z
Dog;lost trout;M
Lizard;conservative dove;M
Lion;separate bovid;Z
Lion;native alpaca;Z
Horse;dear wolf;Z
Cat;smoggy hawk;Z
Donkey;increasing smelt;M
Horse;strategic bonobo;M
Dog;mushy ptarmigan;M
Bear;sharp aardvark;M
Horse;spiritual mole;Z
Parrot;swift tortoise;M
Tiger;dirty crane;Z
Fox;mass horse;M
Fox;parallel gecko;M
Fox;previous hamster;Z
Fox;nosy piranha;M
Dog;clinical harrier;M
Bear;panicky jay;Z
Bear;imaginative mandrill;M
Horse;old cardinal;Z
Tiger;boring macaw;Z
Horse;husky urial;M
Cat;lovely mole;M
Fox;comfortable barracuda;M
Fox;afraid swift;Z
Lizard;remote quelea;Z
Cat;anonymous cat;M
Lion;silky guan;Z
Dog;liquid dinosaur;Z
Dog;fat perch;M
Dog;distinguished turkey;M
Tiger;magnificent cat;Z
Bear;wooden woodpecker;Z
Lion;square leech;M
Fox;civilian bird;M
Bear;disabled goat;Z
Horse;quickest harrier;M
Fox;continuing opossum;Z
Tiger;glamorous meerkat;M
Fox;potential leopard;Z
Lion;intensive octopus;M
Donkey;guilty mole;Z
Horse;worried elk;M
Bear;future jaguar;M
Fox;aware bonobo;M
Cat;living hyena;M
Fox;misty silkworm;Z
Fox;long goat;M
Fox;striped basilisk;M
Parrot;soviet mite;M
Dog;agricultural dinosaur;Z
Dog;hot wildfowl;Z
Dog;average pinniped;M
Cat;bad chicken;Z
Tiger;helpful prawn;M
Dog;able donkey;Z
Parrot;technological dog;Z
Lizard;spotless pig;Z
Dog;solar toucan;Z
Tiger;weak ox;M
Parrot;given dinosaur;Z
Lion;quaint booby;M
Horse;bitter seahorse;Z
Lion;well meadowlark;Z
Dog;real smelt;Z
Dog;worried boa;Z
Horse;busy planarian;M
Tiger;prepared stork;M
Parrot;psychiatric pike;M
Donkey;bored mink;M
Fox;residential tiger;Z
Donkey;independent bedbug;Z
Lion;senior sawfish;Z
Parrot;spotless thrush;M
Lion;aggregate wolverine;M
Dog;precise koala;M
Parrot;average shrimp;M
Parrot;critical landfowl;Z
Dog;diverse alpaca;M
Lion;systematic snipe;M
Dog;lengthy hyena;Z
Parrot;stuck haddock;Z
Lizard;deep mackerel;M
Lion;promising ferret;M
Lizard;cruel peacock;M
Cat;positive angelfish;M
Lizard;revolutionary lemming;M
Fox;fatal giraffe;Z
Bear;testy trout;Z
Horse;remaining booby;M
Fox;progressive hummingbird;Z
Parrot;joyous silverfish;M
Bear;oral quokka;Z
Fox;pretty felidae;M
Tiger;disturbed monkey;Z
Donkey;prickly zebra;M
Lion;clever eagle;Z
Parrot;mushy cheetah;M
Tiger;charming snipe;M
Lizard;stingy bonobo;Z
Dog;spicy antlion;Z
Dog;anxious mandrill;M
Fox;nice cat;M
Lizard;silky mosquito;Z
Lion;normal anglerfish;Z
Bear;roasted donkey;Z
Tiger;colorful bear;Z
Tiger;ethical wren;M
Tiger;constant tarantula;Z
Horse;daily herring;Z
Cat;sure fox;M
Parrot;correct whippet;M
Donkey;inc vicuna;M
Horse;internal ocelot;Z
Lion;bewildered pinniped;M
Parrot;dependent tick;Z
Lizard;smoggy owl;Z
Tiger;mixed chimpanzee;Z
Tiger;ready earthworm;M
Tiger;unwilling vole;Z
Dog;late haddock;Z
Tiger;illegal dog;Z
Dog;sad cheetah;M
Horse;multiple bandicoot;Z
Fox;thoughtless lynx;M
Cat;eager donkey;Z
Cat;disturbed walrus;M
Parrot;awake dove;M
Donkey;wonderful beetle;M
Lion;favourite sturgeon;M
Dog;driving possum;Z
Lion;wet seahorse;Z
Cat;fat slug;Z
Fox;smooth goldfish;Z
Lion;graceful bison;M
Cat;key ape;M
Bear;educational trout;M
Donkey;slimy reptile;M
Cat;faithful ferret;M
Bear;afraid anaconda;M
Horse;industrial newt;Z
Lion;standard tortoise;Z
Horse;desirable cat;M
Lizard;courageous basilisk;Z
Tiger;wrong limpet;M
Cat;careful hare;M
Bear;brave meerkat;Z
Tiger;positive buzzard;M
Cat;official peacock;Z
Parrot;chosen unicorn;Z
Tiger;influential hornet;M
Donkey;great giraffe;M
Dog;big hoverfly;Z
Tiger;visiting chameleon;M
Tiger;careful canid;Z
Lizard;driving tarsier;M
Parrot;primary finch;Z
Parrot;lively hedgehog;Z
Fox;spatial lamprey;Z
Lion;personal goldfish;M
Lion;drab jay;Z
Horse;proper squirrel;Z
Donkey;rainy heron;Z
Cat;working tuna;Z
Parrot;isolated chipmunk;M
Donkey;strategic swan;M
Lion;coherent mockingbird;M
Lizard;reduced penguin;Z
Bear;organic roundworm;M
Cat;wild emu;Z
Fox;vertical cobra;M
Lion;hushed sparrow;M
Lizard;aware marlin;M
Donkey;mushy gibbon;M
Bear;tan scorpion;M
Horse;dirty hawk;Z
Lizard;crazy junglefowl;Z
Tiger;colossal echidna;Z
Fox;whole tern;Z
Tiger;tough macaw;M
Fox;frequent magpie;Z
Tiger;puny woodpecker;M
Lizard;helpful earwig;Z
Tiger;plain jackal;Z
Dog;slow beaver;M
Horse;spontaneous sawfish;Z
Lion;variable butterfly;Z
Lion;alert haddock;Z
Lion;hungry kiwi;M
Donkey;bored cow;M
Cat;acceptable rabbit;M
Dog;shy constrictor;M
Dog;chilly goose;Z
Horse;male spider;M
Lion;skilled tortoise;M
Dog;damp koala;M
Donkey;cruel ant;Z
Lion;dead vole;Z
Parrot;preferred impala;Z
Parrot;brave elk;M
Cat;deafening goat;M
Lion;graceful warbler;Z
Dog;cool fox;M
Parrot;strange rat;M
Parrot;typical haddock;Z
Lizard;fit crayfish;M
Parrot;underlying tortoise;Z
Bear;pale leech;M
Bear;technological lamprey;M
Lion;embarrassed chimpanzee;Z
Parrot;elegant earwig;Z
Fox;developing asp;M
Parrot;selected rabbit;Z
Cat;upper fish;Z
Dog;confused bee;Z
Bear;chubby pheasant;M
Bear;long leopard;Z
Parrot;numerous swordfish;M
Lizard;original ladybug;Z
Lizard;ripe badger;Z
Horse;extensive pheasant;Z
Bear;naked blackbird;Z
Donkey;good salmon;Z
Dog;dangerous alpaca;Z
Bear;faint salamander;M
Horse;motionless horse;M
Parrot;extensive bobcat;M
Lizard;pleasant bird;Z
Parrot;black emu;Z
Dog;many rat;Z
Horse;leading fish;M
Parrot;substantial landfowl;Z
Donkey;unfortunate parakeet;M
Fox;glamorous alligator;Z
Horse;oral guineafowl;M
Fox;strong pig;M
Cat;wet nightingale;M
Parrot;consistent pelican;M
Fox;historic ermine;Z
Parrot;conscious scallop;Z
Bear;fantastic dingo;Z
Lion;depressed elephant;M
Horse;beautiful goat;M
Dog;rigid swallow;M
Fox;perfect wildebeest;M
Horse;eerie swordfish;M
Horse;surprised mackerel;Z
Tiger;intensive peafowl;M
Cat;unhappy quail;M
Lizard;mighty hookworm;M
Fox;dull turkey;Z
Horse;new mole;M
Lizard;vulnerable chimpanzee;Z
Parrot;tame carp;Z
Donkey;angry walrus;M
Horse;random kangaroo;Z
Horse;illegal tarsier;M
Bear;wet shrimp;Z
Lion;encouraging badger;Z
Lion;instant pony;M
Bear;unknown wasp;M
Donkey;respective urial;Z
Lion;complete wildfowl;M
Donkey;small rattlesnake;Z
Lizard;soft lizard;Z
Fox;yellow bovid;M
Horse;civil echidna;Z
Dog;statutory jackal;M
Bear;visiting firefly;Z
Cat;aesthetic turkey;Z
Fox;excess mackerel;M
Horse;innovative panther;M
Tiger;valid dog;Z
Cat;superb wallaby;M
Lizard;pure sawfish;M
Lion;clinical sturgeon;M
Cat;sharp sheep;Z
Bear;semantic grasshopper;Z
Lizard;jittery cattle;M
Cat;relieved tuna;M
Fox;accepted lemming;Z
Cat;damp snake;M
Bear;grumpy tuna;Z
Bear;grumpy guineafowl;M
Lizard;small minnow;Z
Donkey;ratty minnow;Z
Tiger;spontaneous alligator;M
Lizard;hungry impala;Z
Lion;extreme vulture;Z
Fox;retail mongoose;Z
Parrot;moaning salmon;M
Parrot;exclusive moth;Z
Horse;immense tahr;Z
Horse;silent hare;M
Dog;pure badger;M
Tiger;concerned badger;M
Dog;boiling catfish;M
